"DeviceProtection","InternetService","MonthlyCharges","OnlineBackup","OnlineSecurity","PaperlessBilling","SeniorCitizen","StreamingMovies","StreamingTV","TechSupport","Churn","Contract","Dependents","Partner","PaymentMethod","TotalCharges","tenure","MultipleLines","PhoneService","customerID","gender"
"No","Fiber optic",93.5,"Yes","No","No",1,"No","No","Yes","Yes","One year","No","No","Credit card (automatic)",4618.78,51,"Yes","Yes","1905-VAYIF","Male"
"No","DSL",86.765,"Yes","No","No",1,"Yes","No","No","Yes","Month-to-month","Yes","No","Mailed check",1046.12,18,"Yes","Yes","2672-VFJRT","Female"
"No","Fiber optic",116.449,"No","No","No",1,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Credit card (automatic)",576.3265,10,"No","Yes","0302-ZTBQZ","Male"
"Yes","Fiber optic",95.602,"No","Yes","Yes",1,"No","Yes","Yes","No","Two year","No","No","Bank transfer (automatic)",6013.47,60,"No","Yes","6855-JVCQZ","Female"
"No internet service","No",26.4,"No internet service","No internet service","No",1,"No internet service","No internet service","No internet service","Yes","Two year","Yes","Yes","Bank transfer (automatic)",716.7347,30,"Yes","Yes","9679-KRMEX","Male"
"No","DSL",38.59,"No","No","No",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",5186.12,46,"No phone service","No","2742-UKFDT","Male"
"No","DSL",50.5,"No","No","Yes",0,"Yes","Yes","No","Yes","Two year","No","Yes","Electronic check",780.82,34,"No phone service","No","5323-CXRAM","Female"
"No","Fiber optic",69.214,"Yes","No","Yes",0,"Yes","No","Yes","No","Two year","No","No","Credit card (automatic)",5131.837,50,"No","Yes","1084-DXQGL","Male"
"Yes","Fiber optic",87.9,"No","No","Yes",0,"Yes","No","No","Yes","Two year","No","No","Electronic check",5926.94,64,"No phone service","No","9808-CTZEP","Male"
"No internet service","No",26.041,"No internet service","No internet service","No",1,"No internet service","No internet service","No internet service","No","One year","No","No","Mailed check",2792.6531,26,"No phone service","No","7378-KXJRS","Female"
"No","DSL",48.1,"No","Yes","No",0,"Yes","Yes","Yes","No","One year","Yes","Yes","Electronic check",3521.22,35,"No","Yes","1973-DZCAI","Male"
"No","DSL",62.1,"Yes","No","No",1,"No","No","Yes","No","One year","Yes","Yes","Credit card (automatic)",7981.63,70,"No phone service","No","6172-HEVOI","Female"
"No","DSL",62.5,"No","Yes","Yes",0,"No","Yes","Yes","No","Two year","Yes","Yes","Electronic check",4303.67,47,"Yes","Yes","7186-CNIXQ","Male"
"No","DSL",51.112,"Yes","No","Yes",0,"Yes","No","Yes","No","One year","No","Yes","Mailed check",5313.47,63,"No phone service","No","7532-ODRSA","Male"
"No","Fiber optic",111.1,"Yes","No","No",0,"Yes","No","No","No","Two year","Yes","Yes","Bank transfer (automatic)",4713.469,47,"No","Yes","8457-PSTYG","Male"
"No","Fiber optic",104.878,"Yes","Yes","Yes",1,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",7350.61,64,"Yes","Yes","4861-AWHPM","Female"
"Yes","Fiber optic",109.6,"No","No","Yes",0,"Yes","No","Yes","Yes","Month-to-month","Yes","Yes","Mailed check",2862.041,36,"No","Yes","6596-YKMVC","Female"
"No","Fiber optic",108.296,"Yes","No","No",0,"Yes","Yes","Yes","Yes","One year","No","No","Electronic check",6797.959,65,"No","Yes","0645-BWPBJ","Male"
"No","DSL",60.7,"No","No","No",1,"Yes","No","Yes","Yes","One year","Yes","Yes","Credit card (automatic)",3144.49,35,"No","Yes","1702-SHXXY","Female"
"No","Fiber optic",90.64,"No","No","No",1,"Yes","Yes","No","No","Two year","Yes","No","Credit card (automatic)",6660.41,69,"Yes","Yes","2129-SHQET","Male"
"No","DSL",64.816,"No","Yes","No",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",584.9,38,"No","Yes","0934-YMYLG","Female"
"Yes","Fiber optic",76.5,"No","Yes","No",1,"No","No","No","No","Month-to-month","Yes","Yes","Bank transfer (automatic)",1236.735,63,"Yes","Yes","5844-FIZJG","Male"
"No","DSL",24.796,"No","No","No",1,"No","No","No","No","One year","No","No","Electronic check",7122.04,62,"No phone service","No","1866-VWKDW","Female"
"No","Fiber optic",96.5,"Yes","No","Yes",1,"Yes","No","Yes","No","Two year","No","No","Credit card (automatic)",2843.67,30,"Yes","Yes","9254-BYAEN","Female"
"Yes","Fiber optic",93.95,"Yes","Yes","Yes",1,"No","Yes","No","No","Two year","Yes","Yes","Credit card (automatic)",5551.0204,70,"No","Yes","6237-BZIQL","Female"
"Yes","DSL",30.1,"Yes","Yes","No",0,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",4983.673,56,"No phone service","No","6280-BGMQQ","Female"
"Yes","DSL",78.418,"No","Yes","No",1,"Yes","Yes","No","Yes","Month-to-month","No","No","Mailed check",2095.51,35,"No phone service","No","3243-GPYED","Female"
"No","DSL",41.531,"No","Yes","No",0,"No","No","Yes","No","Two year","Yes","No","Credit card (automatic)",4977.55,48,"Yes","Yes","8807-DTZFH","Male"
"No","Fiber optic",116.48,"No","No","Yes",0,"Yes","No","No","No","Month-to-month","No","Yes","Credit card (automatic)",4755.92,46,"No phone service","No","9455-FSSHY","Female"
"Yes","DSL",91.1,"Yes","No","Yes",0,"Yes","Yes","No","No","One year","Yes","No","Credit card (automatic)",5518.37,72,"No phone service","No","8961-TIYWI","Female"
"No","DSL",60.694,"Yes","No","No",1,"No","Yes","No","No","One year","Yes","No","Mailed check",3495.92,37,"No phone service","No","4235-HDIPI","Female"
"Yes","DSL",43.714,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","No","No","Bank transfer (automatic)",3179.184,43,"Yes","Yes","0837-GDCFV","Male"
"No","DSL",61.469,"Yes","Yes","No",1,"Yes","No","No","Yes","Two year","No","Yes","Electronic check",6239.592,67,"No","Yes","9316-ZYQJD","Male"
"Yes","Fiber optic",82.122,"Yes","Yes","No",0,"Yes","No","Yes","No","Month-to-month","Yes","No","Mailed check",3250.2041,38,"Yes","Yes","8584-PBFHO","Male"
"Yes","DSL",76.7,"Yes","Yes","No",1,"Yes","No","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",1036.327,51,"Yes","Yes","6958-DVSJF","Female"
"Yes","DSL",55.54,"Yes","Yes","No",0,"No","Yes","Yes","No","Two year","No","No","Credit card (automatic)",4978.37,48,"No phone service","No","9949-GBFQL","Male"
"No internet service","No",23.0,"No internet service","No internet service","Yes",1,"No internet service","No internet service","No internet service","No","One year","No","No","Bank transfer (automatic)",525.714,23,"No","Yes","8986-DBYBO","Female"
"Yes","Fiber optic",93.235,"No","Yes","No",1,"No","No","Yes","No","Two year","No","No","Credit card (automatic)",4628.98,46,"Yes","Yes","2819-WVNCQ","Female"
"Yes","DSL",59.09,"Yes","Yes","No",1,"No","Yes","Yes","No","One year","No","No","Mailed check",1607.35,20,"No phone service","No","0066-NSXUP","Male"
"No","Fiber optic",110.969,"No","No","Yes",0,"No","Yes","Yes","Yes","Month-to-month","No","No","Electronic check",118.37,7,"No phone service","No","3949-KTMJP","Female"
"Yes","DSL",55.2,"Yes","No","Yes",1,"Yes","No","No","No","Two year","No","Yes","Mailed check",4395.92,52,"No","Yes","7497-EUBJC","Male"
"Yes","DSL",49.37,"No","No","Yes",0,"Yes","No","Yes","No","Two year","No","Yes","Electronic check",2410.61,21,"No","Yes","3062-IJXQO","Male"
"Yes","DSL",73.643,"Yes","No","No",1,"Yes","Yes","No","Yes","One year","Yes","No","Electronic check",6047.35,65,"No","Yes","8318-FIWEW","Male"
"Yes","DSL",60.24,"No","Yes","No",0,"No","No","No","No","One year","Yes","Yes","Bank transfer (automatic)",2144.49,24,"No","Yes","0061-TAHFD","Male"
"Yes","DSL",65.653,"Yes","Yes","No",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",6794.29,65,"Yes","Yes","1637-PZWEA","Female"
"Yes","DSL",90.296,"No","Yes","Yes",1,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Electronic check",4522.45,45,"No phone service","No","2716-TLHQW","Male"
"No","DSL",51.28,"No","Yes","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Bank transfer (automatic)",6573.88,58,"Yes","Yes","4634-SHXTC","Male"
"Yes","DSL",86,"Yes","No","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Credit card (automatic)",4740.0,48,"No phone service","No","6736-OXDEC","Female"
"Yes","Fiber optic",89.714,"No","Yes","Yes",0,"No","No","Yes","Yes","One year","Yes","Yes","Credit card (automatic)",68.57,10,"Yes","Yes","1223-MBNOE","Male"
"Yes","Fiber optic",85.827,"Yes","Yes","No",1,"No","Yes","Yes","Yes","Month-to-month","Yes","No","Credit card (automatic)",1818.367,31,"No phone service","No","8429-AUXUW","Female"
"Yes","DSL",31.143,"No","Yes","Yes",0,"No","No","Yes","No","Two year","Yes","Yes","Electronic check",8466.12,70,"No phone service","No","1367-THBTA","Male"
"No internet service","No",20.918,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",695.918,39,"Yes","Yes","7742-UZDHE","Female"
"No","Fiber optic",99.76,"Yes","No","No",1,"No","No","No","No","Month-to-month","Yes","Yes","Electronic check",2321.63,30,"No phone service","No","6132-ZGVIP","Female"
"No internet service","No",25.061,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","No","No","Credit card (automatic)",4272.2449,44,"No","Yes","0635-WJAZY","Male"
"No","DSL",24.5,"No","No","No",0,"No","No","No","No","One year","No","Yes","Electronic check",3848.9795918367345,49,"Yes","Yes","4036-EXDSU","Male"
"No internet service","No",25.888,"No internet service","No internet service","No",1,"No internet service","No internet service","No internet service","Yes","Two year","No","No","Credit card (automatic)",7235.1,69,"No phone service","No","9523-SXGBI","Male"
"No","DSL",89.898,"Yes","Yes","No",0,"Yes","No","Yes","No","One year","Yes","No","Credit card (automatic)",3692.65,44,"Yes","Yes","4991-RLKBO","Male"
"No","DSL",57.327,"Yes","No","Yes",0,"No","Yes","No","Yes","One year","Yes","Yes","Electronic check",5470.2,56,"Yes","Yes","1237-YHHQF","Female"
"No","DSL",54.194,"No","No","No",1,"Yes","Yes","No","No","Two year","Yes","Yes","Bank transfer (automatic)",8058.776,72,"No phone service","No","5623-NGRDI","Female"
"Yes","DSL",71,"No","No","No",1,"Yes","No","No","No","One year","No","Yes","Mailed check",1311.84,18,"Yes","Yes","4235-ZFMQY","Female"
"Yes","DSL",74.2,"Yes","Yes","No",0,"Yes","Yes","Yes","No","Two year","No","No","Mailed check",689.39,31,"Yes","Yes","6020-NMNUS","Female"
"Yes","DSL",58.7,"No","No","Yes",1,"Yes","No","Yes","Yes","Month-to-month","Yes","No","Electronic check",1001.22,61,"Yes","Yes","0207-DEDAO","Female"
"No","DSL",76.42,"No","Yes","Yes",1,"Yes","No","Yes","Yes","Month-to-month","No","Yes","Bank transfer (automatic)",5130.61,48,"No","Yes","0902-AVMNU","Male"
"No","Fiber optic",97.24,"Yes","No","Yes",1,"Yes","Yes","Yes","Yes","One year","No","No","Mailed check",3665.31,39,"Yes","Yes","0439-MQTJG","Female"
"Yes","Fiber optic",75.48,"Yes","No","Yes",1,"No","No","Yes","Yes","One year","No","Yes","Credit card (automatic)",2309,29,"No phone service","No","0883-VKXTO","Female"
"No","Fiber optic",83.3,"Yes","Yes","No",0,"Yes","Yes","Yes","No","One year","No","No","Mailed check",9.39,1,"No","Yes","0568-KOZHA","Female"
"Yes","Fiber optic",111.122,"No","Yes","Yes",0,"Yes","Yes","No","No","One year","Yes","No","Electronic check",3120.0,34,"No phone service","No","2112-QLTSP","Male"
"No","DSL",30.449,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",4118.367,69,"No","Yes","5598-MYCLV","Male"
"No","DSL",54.112,"Yes","No","Yes",1,"No","No","No","Yes","One year","No","Yes","Electronic check",4892.6531,49,"Yes","Yes","5495-OREEG","Female"
"Yes","DSL",66.0,"Yes","Yes","Yes",0,"No","Yes","No","Yes","One year","Yes","No","Bank transfer (automatic)",4386.122,56,"No phone service","No","2998-VQCBD","Female"
"No internet service","No",21.4,"No internet service","No internet service","No",1,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",1318.37,51,"No phone service","No","3626-IQCFE","Female"
"No","Fiber optic",97.91,"Yes","No","No",0,"No","No","No","No","Two year","No","No","Credit card (automatic)",5588.16,69,"Yes","Yes","1089-CZAIB","Male"
"No","DSL",64.73,"No","Yes","No",1,"No","No","No","No","One year","Yes","No","Electronic check",3849.388,44,"No","Yes","5901-HGMEJ","Male"
"Yes","DSL",63.439,"Yes","Yes","No",0,"Yes","No","Yes","Yes","Month-to-month","No","Yes","Mailed check",308.98,20,"No","Yes","1677-PYXCY","Male"
"Yes","DSL",72.286,"No","Yes","Yes",0,"Yes","Yes","No","No","One year","No","No","Bank transfer (automatic)",7717.143,70,"No phone service","No","2650-NKNAW","Female"
"No","Fiber optic",96.5,"Yes","Yes","No",0,"No","Yes","No","Yes","One year","No","No","Credit card (automatic)",816.33,7,"Yes","Yes","2679-DHBNM","Female"
"Yes","Fiber optic",101.418,"Yes","Yes","Yes",1,"Yes","Yes","No","No","Month-to-month","Yes","No","Bank transfer (automatic)",2291.43,35,"No phone service","No","5171-AZJAW","Female"
"Yes","DSL",25.143,"Yes","Yes","Yes",0,"Yes","Yes","No","No","One year","No","Yes","Credit card (automatic)",213.47,6,"Yes","Yes","1326-HPHQM","Female"
"No","DSL",80.837,"Yes","Yes","Yes",0,"Yes","No","No","No","One year","No","Yes","Electronic check",2068.5714,31,"No phone service","No","8748-BZIHV","Male"
"Yes","Fiber optic",85.439,"Yes","No","No",1,"No","No","No","No","One year","No","Yes","Electronic check",1778.37,22,"Yes","Yes","2569-IUXDV","Male"
"No","Fiber optic",109.173,"Yes","Yes","Yes",1,"Yes","Yes","Yes","No","Two year","No","No","Credit card (automatic)",6988.571,64,"No phone service","No","8279-JPJGJ","Male"
"No","Fiber optic",98.714,"No","Yes","No",0,"Yes","Yes","Yes","No","Two year","Yes","Yes","Credit card (automatic)",4154.2857,40,"Yes","Yes","3229-SIBXF","Male"
"No","DSL",77.0,"No","No","No",0,"No","No","No","No","Two year","No","No","Bank transfer (automatic)",5060.408,56,"No","Yes","5603-DPSSQ","Male"
"No","DSL",40.857,"Yes","No","Yes",1,"No","Yes","No","No","One year","No","No","Electronic check",4928.571,63,"No","Yes","2739-VPGOM","Female"
"Yes","DSL",61.48,"No","No","Yes",1,"Yes","No","Yes","No","Two year","Yes","No","Electronic check",1728.5714285714287,25,"Yes","Yes","6395-XPSMO","Male"
"Yes","Fiber optic",81.83,"Yes","No","No",0,"No","Yes","Yes","Yes","One year","No","Yes","Credit card (automatic)",5107.755,66,"Yes","Yes","5436-VDTEK","Female"
"No","DSL",35.51,"Yes","Yes","Yes",0,"Yes","Yes","Yes","Yes","One year","Yes","Yes","Mailed check",4585.31,61,"No","Yes","2947-KWTNH","Female"
"Yes","Fiber optic",108.061,"Yes","No","No",1,"Yes","Yes","Yes","No","Month-to-month","No","No","Credit card (automatic)",1594.286,27,"No phone service","No","3001-CLAUU","Female"
"No","Fiber optic",99.17,"Yes","Yes","No",0,"Yes","Yes","No","Yes","Month-to-month","Yes","Yes","Bank transfer (automatic)",243.27,13,"No","Yes","8329-UOUEA","Female"
"No internet service","No",23.52,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","One year","Yes","Yes","Electronic check",4322.041,54,"No phone service","No","6004-UVUZV","Female"
"No","DSL",60.704,"Yes","No","No",1,"Yes","Yes","No","Yes","Month-to-month","Yes","No","Electronic check",590.204,37,"Yes","Yes","1044-TCHNM","Male"
"Yes","Fiber optic",79.0,"Yes","Yes","Yes",0,"Yes","Yes","No","No","One year","Yes","No","Electronic check",7740.41,72,"No phone service","No","0851-EOOPG","Male"
"No","DSL",81.6,"Yes","Yes","No",0,"Yes","Yes","No","No","Month-to-month","Yes","No","Credit card (automatic)",2090.61,40,"Yes","Yes","2311-POSMB","Female"
"No","DSL",67.48,"Yes","Yes","Yes",1,"Yes","No","No","No","Two year","No","Yes","Mailed check",2684.898,26,"No phone service","No","8458-BZPAY","Male"
"No","Fiber optic",97.4,"No","Yes","No",0,"Yes","No","No","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",4068,56,"No phone service","No","1597-IMYVN","Male"
"No","DSL",33.6,"No","Yes","Yes",0,"No","No","Yes","No","Two year","No","No","Electronic check",2985.714,44,"No","Yes","2318-KZGOK","Male"
"Yes","Fiber optic",113.96,"Yes","No","No",0,"Yes","Yes","No","No","Month-to-month","Yes","No","Mailed check",1151.429,18,"No phone service","No","6410-BDURP","Female"
"No","DSL",47.7,"No","No","Yes",0,"No","No","Yes","Yes","Two year","Yes","No","Electronic check",838.3673,18,"Yes","Yes","9063-HPPMJ","Female"
"No","DSL",56.07,"Yes","No","Yes",1,"Yes","Yes","No","Yes","One year","Yes","Yes","Bank transfer (automatic)",5517.959,56,"Yes","Yes","5227-CPOIM","Male"
"No","DSL",38.6,"No","No","Yes",1,"Yes","Yes","No","No","Two year","Yes","No","Bank transfer (automatic)",5066.12,49,"Yes","Yes","8769-CFOVT","Male"
"No","DSL",64.0,"Yes","Yes","Yes",1,"No","No","Yes","Yes","One year","Yes","Yes","Electronic check",804.08,41,"No phone service","No","4947-BPDLL","Female"
"Yes","DSL",45.735,"Yes","No","Yes",0,"Yes","Yes","No","No","One year","Yes","Yes","Credit card (automatic)",7511.8367,72,"No","Yes","3077-ENROG","Male"
"No internet service","No",19.2,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","One year","No","Yes","Bank transfer (automatic)",86.12,9,"No phone service","No","4817-LJOVI","Male"
"No","DSL",44.541,"Yes","No","No",0,"Yes","Yes","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",5508.16,57,"Yes","Yes","9454-YQROT","Male"
"No","DSL",92.112,"Yes","No","Yes",0,"Yes","No","No","Yes","One year","No","Yes","Mailed check",3035.9184,55,"No","Yes","8338-VVVOO","Female"
"Yes","DSL",38.91,"No","No","No",0,"No","No","Yes","No","Month-to-month","No","Yes","Credit card (automatic)",3600,55,"Yes","Yes","8719-PKOTV","Male"
"No","DSL",45.847,"Yes","Yes","Yes",0,"No","No","Yes","Yes","Month-to-month","No","No","Bank transfer (automatic)",957.959,9,"No","Yes","7780-NKLEH","Male"
"Yes","DSL",47.755,"Yes","No","No",0,"Yes","Yes","No","No","One year","Yes","Yes","Bank transfer (automatic)",2275.92,45,"No phone service","No","7110-VKJDK","Female"
